index,producer->batch_size,producer->linger_ms,producer->buffer_memory,producer->compression_type,producer->topics,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,consumer->fetch_wait_max_ms
1213,88982,71,17681049,snappy,10,4,16,407,274
1214,134135,80,9410791,none,7,3,4,231,313
1215,107640,50,31175943,gzip,7,7,19,398,127
1216,80997,10,4774961,snappy,2,3,2,304,410
1217,10863,100,3472969,gzip,4,1,6,180,174
1218,172109,60,14305677,none,3,14,15,204,34
1219,222156,38,13542148,lz4,9,6,11,120,209
1220,245442,10,27078343,lz4,1,13,12,140,70
1221,23837,5,2033434,snappy,7,13,20,417,134
1222,151799,14,22817895,lz4,8,9,4,232,417
1223,123906,14,17482501,snappy,6,15,18,415,76
1224,252796,71,7793056,none,3,1,22,118,417
1225,243680,90,22067689,snappy,2,1,19,195,141
1226,184160,63,5846439,lz4,3,19,14,205,388
1227,73225,42,6284082,none,9,1,7,321,390
1228,238444,90,16995585,none,7,8,19,384,422
1229,140150,80,19058214,snappy,9,5,1,209,181
1230,83159,33,16368688,none,1,6,19,71,264
1231,171713,99,2841648,gzip,9,11,12,324,410
1232,96465,69,6817526,gzip,4,9,9,232,11
1233,74309,64,22515260,none,2,8,23,346,2
1234,170996,48,19062978,lz4,6,15,18,258,148
1235,199255,36,28516001,lz4,8,5,2,497,41
1236,128073,22,22285072,lz4,3,18,10,324,230
1237,198270,42,26239394,gzip,8,12,15,39,314
1238,24707,26,9042059,gzip,1,3,17,282,220
1239,194900,73,14436699,lz4,4,14,13,294,274
1240,104128,67,21474093,none,3,14,9,172,182
1241,228349,1,23194462,gzip,7,1,23,418,244
1242,127187,97,10306953,snappy,8,14,8,10,91
1243,105397,95,26910372,snappy,6,8,22,1,336
1244,32303,27,6881594,snappy,10,14,12,104,201
1245,78497,24,22532152,lz4,8,12,16,493,350
1246,191396,6,10094682,lz4,10,4,5,338,195
1247,130792,33,32381241,lz4,9,4,7,383,7
1248,98055,64,5811066,none,10,18,16,466,327
1249,174967,94,16022608,gzip,5,17,24,315,352
1250,207676,50,19501460,snappy,1,5,23,386,6
1251,120732,49,16978231,snappy,2,16,7,137,104
1252,53404,4,2244943,lz4,2,20,3,42,61
1253,64663,40,5070290,snappy,10,20,22,310,438
1254,197095,54,15620664,none,9,7,16,175,222
1255,11911,36,16272159,gzip,4,6,10,342,134
1256,13870,59,33019000,gzip,5,17,13,189,186
1257,159208,55,9553542,none,1,5,5,187,14
1258,234061,31,28586505,none,10,20,7,466,370
1259,56970,79,23303201,lz4,7,17,13,418,462
1260,28162,35,7846665,lz4,10,12,14,109,252
1261,227745,45,30037011,lz4,2,3,13,397,345
1262,69453,24,32995707,snappy,2,12,20,306,358
1263,190438,90,1682890,lz4,5,10,4,360,450
1264,60069,14,5383740,lz4,1,15,18,255,305
1265,68558,99,27770499,gzip,1,5,24,104,278
1266,200493,100,26079160,lz4,6,11,22,46,151
1267,110438,29,6379966,snappy,9,16,13,201,484
1268,46652,81,16642951,gzip,6,13,19,458,191
1269,146994,79,29169838,gzip,8,17,11,451,445
1270,125522,76,27070234,none,5,12,12,116,287
1271,118388,10,15308182,lz4,1,14,7,186,438
1272,131487,83,33464775,snappy,10,2,18,44,57
1273,89372,14,27332593,snappy,8,2,9,167,381
1274,142081,79,28784841,snappy,2,4,22,112,66
1275,188747,20,23287552,snappy,7,7,1,357,117
1276,126370,39,19098309,none,2,3,22,144,486
1277,83554,82,1731561,gzip,2,14,9,274,127
1278,132008,52,29476961,lz4,10,5,24,198,78
1279,135018,54,24408672,snappy,4,12,2,376,288
1280,228382,70,14893919,snappy,7,8,16,406,60
1281,190023,69,14114841,none,3,13,11,79,207
1282,76511,32,6685561,gzip,5,5,18,398,158
1283,162659,43,15641051,snappy,2,9,11,313,273
1284,76904,16,12614516,none,8,18,5,451,232
1285,241410,77,33435730,snappy,10,19,11,77,10
1286,19317,13,13635023,none,9,7,15,377,230
1287,1678,42,6298598,none,5,16,1,381,485
1288,15490,34,28948187,none,4,13,8,179,461
1289,60338,99,30499033,snappy,7,17,22,227,376
1290,253695,19,33514860,none,7,7,8,268,439
1291,171341,34,23907645,snappy,6,3,4,31,400
1292,39544,2,18845657,none,3,9,2,76,449
1293,153670,86,20621321,lz4,3,11,2,40,193
1294,255321,10,28575013,none,1,4,7,35,433
1295,31841,55,29050731,lz4,6,18,3,370,146
1296,38134,92,42444,gzip,9,15,3,208,364
1297,10233,100,8452797,snappy,8,7,2,200,168
1298,126054,43,6766115,gzip,9,20,17,316,275
1299,225387,11,3309791,none,6,7,10,271,436
1300,126941,45,21035203,snappy,10,8,10,451,111
1301,1405,39,32546931,lz4,10,10,14,479,494
1302,246819,45,19251077,snappy,9,17,6,174,105
1303,195711,31,15737136,lz4,8,14,17,270,411
1304,176614,45,20984208,none,10,6,15,155,165
1305,128517,64,25802609,gzip,8,13,12,462,367
1306,172043,66,30860414,gzip,7,7,23,167,302
1307,609,66,8272477,none,7,19,16,74,236
1308,70198,46,10848663,lz4,6,5,22,369,386
1309,100324,64,21990108,gzip,7,16,5,461,30
1310,182216,16,21313345,gzip,3,1,18,318,147
1311,86384,69,8693407,lz4,10,18,15,177,302
1312,111251,13,32167099,gzip,8,16,19,396,412
1313,229063,28,7838923,none,10,1,9,249,451
1314,18495,34,5042145,snappy,7,9,17,229,9
1315,3124,11,27634905,none,1,2,10,194,319
1316,169033,68,27407409,none,7,17,21,237,393
1317,109296,82,5931262,lz4,5,13,15,134,78
1318,201108,57,8086472,lz4,3,3,9,466,468
1319,226708,76,24329114,snappy,10,20,17,124,478
1320,177440,59,21347555,snappy,2,7,2,144,281
1321,3397,58,33445294,snappy,7,8,17,323,148
1322,85777,42,15644440,lz4,3,11,7,313,366
1323,241499,79,16918638,gzip,7,15,2,417,225
1324,214910,9,24983972,snappy,8,17,18,93,493
1325,234625,11,7021023,none,3,8,5,35,345
1326,134393,39,28238809,snappy,3,3,7,178,448
1327,126816,27,18009271,snappy,10,1,17,495,77
1328,112786,34,13433069,none,3,2,21,211,121
1329,214175,77,26524206,lz4,6,4,10,49,171
1330,110508,98,5105545,gzip,6,10,13,414,226
1331,169024,72,7706344,snappy,8,15,11,482,82
1332,57860,74,20110133,snappy,1,14,15,97,223
1333,84191,73,28982266,snappy,7,1,18,37,241
1334,36729,33,18483867,snappy,8,19,6,386,36
1335,16480,84,32898265,lz4,6,16,14,450,110
1336,218121,90,23797060,gzip,6,18,3,461,386
1337,36128,74,6912561,snappy,7,19,6,408,248
1338,230108,88,27358133,lz4,9,13,13,33,179
1339,26047,87,5284364,snappy,10,9,22,107,334
1340,75985,21,25624508,lz4,7,15,16,398,14
1341,28422,95,16287004,gzip,9,19,11,154,93
1342,86045,74,2805828,lz4,9,8,2,427,321
1343,127713,26,2477763,gzip,8,6,2,149,300
1344,152840,15,10624414,lz4,3,8,11,9,51
1345,7343,70,1117487,snappy,7,20,20,133,450
1346,7861,96,17228993,snappy,8,3,8,186,246
1347,91144,34,11490900,gzip,1,7,6,94,123
1348,4796,63,30486183,lz4,8,1,17,24,499
1349,260875,49,15229726,lz4,9,8,16,361,434
1350,82586,61,26026068,gzip,7,6,14,1,137
1351,59393,22,6681697,gzip,7,6,22,409,226
1352,249378,37,10926538,none,1,12,3,240,481
1353,228565,77,5963023,lz4,6,3,2,165,125
1354,259488,28,15307419,gzip,3,14,17,341,18
1355,242220,96,31262875,none,5,13,22,29,348
1356,65558,30,19456166,none,7,6,17,368,253
1357,128132,32,28177271,snappy,5,9,2,433,198
1358,231001,48,30581768,none,7,1,13,467,153
1359,14700,69,905986,snappy,4,11,14,329,131
1360,8528,66,27000033,lz4,3,14,1,140,487
1361,133733,43,14413066,snappy,1,4,16,482,268
1362,150108,36,886681,snappy,4,6,7,342,92
1363,25268,76,30184853,gzip,7,10,6,324,497
1364,225111,96,30518227,lz4,10,3,21,66,494
1365,86985,18,1508242,gzip,5,11,21,34,264
1366,166630,94,30508790,none,1,20,16,380,375
1367,101909,81,14881449,snappy,3,19,7,395,92
1368,219050,34,223527,lz4,9,14,24,216,472
1369,149917,74,1306081,none,3,2,5,46,338
1370,215391,76,5608287,gzip,6,1,21,62,353
1371,214628,91,7172807,gzip,9,12,19,269,379
1372,193763,63,18135860,none,8,12,16,135,128
1373,42722,87,2833009,gzip,5,13,23,231,327
1374,4053,84,29199302,gzip,9,16,8,29,442
1375,77307,61,12978543,none,5,13,17,284,299
1376,135275,16,26391439,snappy,1,19,8,251,315
1377,4944,11,29976200,none,4,16,13,220,156
1378,159403,12,8052433,none,8,7,18,322,35
1379,80041,22,14171363,lz4,8,5,6,98,128
1380,117375,20,15221714,lz4,7,13,6,426,391
1381,246987,22,6922266,lz4,3,8,19,478,9
1382,243967,99,30717221,snappy,2,20,24,493,154
1383,92543,87,16720311,none,9,7,13,378,57
1384,114868,39,11873476,gzip,2,17,6,148,454
1385,199978,96,1754081,gzip,3,3,19,136,207
1386,14961,98,11101767,snappy,4,17,8,211,367
1387,240471,17,14797668,none,7,12,21,119,167
1388,62199,97,3882403,snappy,2,6,18,48,91
1389,254354,28,8123022,gzip,8,7,22,269,45
1390,194525,15,18877504,lz4,1,9,18,263,61
1391,224427,33,7863633,none,2,1,24,428,59
1392,152160,32,27446979,gzip,8,5,9,213,86
1393,37237,95,8707121,none,3,9,7,463,484
1394,121400,23,13305338,lz4,10,9,24,388,153
1395,164984,47,14432705,none,3,19,8,388,337
1396,258549,83,8502787,gzip,2,20,21,439,491
1397,180907,75,13859996,gzip,9,17,5,364,130
1398,181015,13,5254933,none,4,20,9,4,98
1399,50374,35,18650245,none,5,20,1,492,212
1400,246242,83,13049882,gzip,5,18,13,386,432
1401,181776,55,22060017,lz4,9,14,14,294,267
1402,5304,32,3050373,snappy,9,8,8,272,26
1403,49485,81,30711043,lz4,4,16,14,399,84
1404,217350,41,21665942,snappy,2,10,10,124,419
1405,16293,46,27532760,snappy,2,2,1,197,359
1406,128973,76,19478097,lz4,5,16,24,196,394
1407,67278,69,22742891,lz4,2,13,20,331,65
1408,188379,82,5952918,snappy,2,16,9,287,133
1409,193358,48,29091378,snappy,4,12,11,217,202
1410,82391,8,1484324,lz4,7,11,8,12,440
1411,21408,21,21680448,snappy,1,8,23,139,117
1412,20158,77,30629443,snappy,2,9,13,50,463
1413,232412,74,8424043,gzip,2,11,17,400,494
1414,159864,82,23025623,lz4,10,19,16,478,416
1415,201900,20,4731881,snappy,2,4,8,55,215
1416,92532,72,5167310,gzip,9,8,7,317,256
1417,257015,88,9666877,lz4,5,5,1,313,454
1418,255500,37,2693471,snappy,10,19,22,395,245
1419,145452,79,5134761,none,1,10,3,381,404
1420,181503,50,6042171,snappy,1,1,16,167,68
1421,201429,3,32304363,snappy,5,18,19,161,22
1422,198004,58,20122842,snappy,1,5,4,209,292
1423,45802,46,5490246,snappy,10,2,23,139,288
1424,101023,67,5620889,lz4,9,10,3,441,456
1425,253618,70,31503100,gzip,5,1,3,190,417
1426,107814,70,682277,lz4,4,19,9,361,288
1427,170028,38,31997342,snappy,1,10,7,225,169
1428,234302,64,8109417,gzip,9,2,9,207,38
1429,98285,15,18165816,none,8,6,17,444,420
1430,254614,46,33247650,gzip,3,8,16,32,466
1431,9967,3,7103066,lz4,6,6,8,490,470
1432,192932,42,8546066,snappy,4,11,8,366,177
1433,121252,26,26255273,lz4,7,10,10,441,325
1434,144974,38,8456255,snappy,5,19,5,39,499
1435,227004,87,4963227,snappy,1,1,18,257,476
1436,201474,89,1274232,gzip,1,6,18,90,381
1437,222335,17,24537669,lz4,6,17,4,481,202
1438,179350,78,22868836,lz4,10,20,6,96,112
1439,57087,33,955815,lz4,10,15,19,410,96
1440,91932,10,10001676,gzip,8,8,2,307,258
1441,210210,2,33493618,none,7,16,2,277,437
1442,200611,86,23369109,lz4,3,17,14,445,358
1443,174895,85,16451686,snappy,10,3,14,374,403
1444,128233,74,27552116,lz4,6,12,12,33,402
1445,142775,15,27384256,gzip,2,10,18,420,441
1446,163818,22,6328247,none,5,14,16,162,459
1447,52528,84,14395199,snappy,3,17,2,12,380
1448,237527,79,14201835,lz4,9,12,13,137,471
1449,177766,14,4868592,gzip,5,9,16,432,479
1450,72900,1,31228080,none,6,4,10,191,448
1451,139432,57,32186771,snappy,6,12,12,429,140
1452,104633,15,16291298,none,6,10,16,55,476
1453,127850,29,17608864,none,6,1,23,255,492
1454,227425,41,3129401,lz4,8,11,15,387,183
1455,165777,4,26331317,gzip,8,20,4,264,32
1456,184994,90,23531152,none,3,5,3,98,447
1457,124135,63,10537081,lz4,6,4,4,136,34
1458,45980,42,425358,gzip,7,10,23,352,87
1459,47083,7,3763142,snappy,10,16,4,152,210
1460,247639,92,6761293,snappy,5,16,13,126,424
1461,260921,68,25383759,gzip,3,14,24,292,210
1462,179963,22,4329457,lz4,7,20,17,269,23
1463,65821,60,23052918,gzip,8,7,11,15,253
1464,198907,70,5879250,lz4,2,11,22,288,450
1465,73424,30,22652459,none,4,19,21,169,280
1466,20981,5,12960573,snappy,9,6,14,385,142
1467,161041,57,19944156,gzip,8,8,7,378,202
1468,141407,13,24960273,lz4,6,2,22,337,23
1469,1077,17,10365272,lz4,2,3,20,260,51
1470,77008,69,31579176,none,6,14,19,267,25
1471,242436,74,10368844,lz4,5,9,5,201,473
1472,245857,12,9266650,none,9,20,20,327,386
1473,239189,81,22211557,none,1,9,23,337,309
1474,38992,37,7764668,lz4,6,19,22,460,303
1475,144261,56,12592675,snappy,7,12,12,457,280
1476,212863,39,15441720,gzip,4,19,1,382,273
1477,113439,78,33333527,snappy,7,8,10,212,290
1478,94869,59,3542923,gzip,10,16,10,106,366
1479,112595,6,1249581,lz4,1,7,21,151,103
1480,34952,78,2016460,snappy,6,19,10,499,423
1481,161926,27,5144246,none,7,20,10,257,261
1482,27379,34,9515762,lz4,10,15,14,310,337
1483,105602,6,1608983,none,9,18,7,123,378
1484,199588,32,1518315,none,6,5,19,36,147
1485,155738,100,22083456,gzip,10,12,17,25,52
1486,9314,66,16444137,gzip,5,1,7,330,95
1487,78475,48,20380079,snappy,5,14,15,11,79
1488,135240,12,30672039,gzip,2,7,2,238,71
1489,53352,73,30204921,gzip,3,6,14,273,365
1490,116267,32,22952649,none,4,6,11,439,315
1491,116911,96,28314384,snappy,2,13,18,5,295
1492,105690,45,13817198,gzip,3,15,13,260,59
1493,227179,53,29375653,gzip,9,2,19,48,371
1494,108854,40,27545910,snappy,2,2,5,341,35
1495,22948,4,17188294,gzip,6,11,16,60,100
1496,252269,27,24611091,gzip,9,20,9,79,123
1497,107928,41,10579131,gzip,2,3,10,449,374
1498,244140,63,1632282,none,3,11,23,184,63
1499,174612,61,16786386,none,5,12,6,98,304
1500,133044,37,3336745,gzip,4,2,21,273,204
1501,49690,79,14468961,snappy,8,1,5,348,380
1502,208424,57,24388908,none,8,10,16,154,206
1503,180733,19,9493460,gzip,4,16,15,466,400
1504,20398,71,1998754,none,7,2,10,148,186
1505,80877,75,29302271,gzip,7,18,19,121,344
1506,164278,90,18270026,lz4,5,10,12,298,61
1507,221357,11,5859738,snappy,10,19,23,53,354
1508,175743,51,32882555,none,2,13,5,108,415
1509,255461,41,9162229,gzip,5,2,24,432,25
1510,122636,85,7800851,none,5,9,20,32,75
1511,192089,36,6028724,gzip,7,17,10,304,61
1512,224011,48,22859253,lz4,9,6,12,266,378
1513,37822,47,592806,gzip,3,9,18,65,295
1514,211027,78,5670293,snappy,10,13,14,111,13
1515,39140,53,333182,lz4,2,3,23,112,329
1516,38325,89,4240807,none,7,13,3,337,138
1517,121035,30,18027665,lz4,1,8,23,365,219
1518,105866,65,19341521,lz4,5,17,8,331,331
1519,249193,80,659480,gzip,4,9,23,322,53
1520,236941,8,20892166,lz4,5,12,8,410,182
1521,189260,3,10168648,snappy,9,13,9,108,431
1522,123484,66,19042431,lz4,6,14,5,329,361
1523,144713,59,8373672,gzip,7,14,15,248,241
1524,105139,52,4164059,gzip,6,17,2,294,429
1525,117055,78,26562677,none,8,19,20,401,166
1526,112658,44,26191403,none,5,8,19,364,226
1527,244629,79,1600523,lz4,6,13,16,42,357
1528,131015,17,32662490,gzip,1,2,18,74,298
1529,4535,89,22484045,gzip,6,19,13,348,361
1530,169708,58,14259629,none,4,9,19,231,411
1531,106659,59,15825931,lz4,6,6,17,257,165
1532,146951,47,31820979,snappy,1,16,3,62,286
1533,212313,3,11106948,gzip,7,15,8,98,462
1534,160042,38,14036872,snappy,3,12,24,274,419
1535,240302,95,9675545,gzip,3,14,9,458,216
1536,252884,94,2987384,gzip,7,9,4,371,465
1537,209541,47,6779304,snappy,10,4,8,17,67
1538,60835,33,508944,snappy,9,8,19,411,344
1539,53016,22,32323819,gzip,8,1,11,408,439
1540,103798,3,26976291,none,7,12,12,4,361
1541,225078,76,10295200,snappy,7,10,9,364,37
1542,97181,61,36591,none,6,5,15,125,56
1543,125356,84,31464197,lz4,3,13,14,456,432
1544,149587,23,27712779,snappy,2,14,3,21,389
1545,52120,30,5033247,none,7,12,18,454,323
1546,149127,94,16017544,gzip,7,9,6,454,12
1547,22570,4,19112731,snappy,8,13,20,446,135
1548,134761,62,12713202,gzip,6,7,17,195,374
1549,251726,16,10794956,none,6,7,4,452,205
1550,198959,65,10020120,lz4,4,18,2,351,59
1551,84544,2,14495885,snappy,3,16,2,134,490
1552,76151,33,5123298,snappy,8,1,23,7,389
1553,7561,46,26176281,none,9,16,11,154,274
1554,92913,8,17845751,none,8,12,24,499,461
1555,206966,32,4307591,snappy,8,4,24,145,282
1556,25195,45,17416174,gzip,6,8,15,361,291
1557,92804,75,28458596,snappy,6,19,11,500,332
1558,82109,37,27704836,lz4,9,14,21,453,304
1559,123949,17,2050724,none,6,5,11,215,463
1560,56832,29,1256183,lz4,2,6,18,19,149
1561,18897,88,31516702,snappy,1,4,17,429,52
1562,152435,76,12123867,snappy,4,1,7,28,2
1563,10086,85,18492248,none,10,9,6,336,98
1564,134052,36,25816710,snappy,3,9,8,90,225
1565,181856,47,20835722,lz4,5,3,10,427,161
1566,3981,65,21760267,none,6,12,11,437,15
1567,92337,58,26768791,lz4,10,15,12,292,74
1568,174076,40,13568473,none,10,16,7,175,346
1569,182656,17,7872143,gzip,10,12,19,197,492
1570,159795,69,27790013,none,3,8,5,297,127
1571,234768,79,25299285,gzip,7,6,18,327,435
1572,12170,86,15901699,gzip,3,14,4,354,305
1573,95284,55,3465717,none,5,12,6,120,235
1574,61211,19,17544694,gzip,8,16,7,148,180
1575,40236,85,11624474,none,10,8,2,18,337
1576,159001,51,21507291,lz4,3,11,3,121,261
1577,262096,46,13529777,none,10,16,14,320,241
1578,115821,4,3966140,lz4,5,20,11,253,117
1579,81825,87,30892487,gzip,10,11,6,244,63
1580,46351,25,1720313,lz4,6,7,15,8,242
1581,68579,73,28472453,gzip,1,9,20,253,360
1582,112856,13,4708613,snappy,9,15,17,362,277
1583,192190,27,25261817,gzip,8,3,12,133,63
1584,150661,36,31151347,lz4,10,6,6,91,310
1585,76212,10,6417591,lz4,8,11,24,188,119
1586,163988,12,19716373,gzip,3,3,7,80,345
1587,172588,28,28752934,snappy,8,15,11,149,79
1588,126422,83,8639596,snappy,3,6,12,424,117
1589,225594,67,242535,lz4,2,15,12,238,454
1590,240848,99,18741841,lz4,4,7,22,491,479
1591,21868,87,4519792,lz4,3,2,20,340,238
1592,145401,19,3439798,gzip,8,18,11,328,119
1593,198392,81,26840319,gzip,6,8,15,390,188
1594,98589,89,25936104,none,1,2,20,433,60
1595,80631,49,8744530,none,8,3,2,406,202
1596,159587,70,12737104,none,4,13,14,89,352
1597,106946,90,20513097,snappy,4,14,16,70,246
1598,109917,84,21743884,snappy,9,8,23,5,435
1599,113976,70,16513310,snappy,4,7,3,144,77
1600,186667,42,26816122,lz4,7,1,7,431,441
1601,126226,74,9817066,none,8,17,7,203,362
1602,185074,27,7322593,lz4,10,18,18,302,364
1603,127659,19,13663477,snappy,6,1,10,193,111
1604,168309,34,4690204,snappy,3,17,13,12,234
1605,203560,77,5845141,gzip,10,13,11,164,52
1606,224238,42,26686701,snappy,2,12,13,472,441
1607,66858,33,27450249,lz4,8,12,20,113,163
1608,248767,70,4693254,gzip,8,7,15,52,148
1609,158008,27,28357221,lz4,8,5,16,480,49
1610,206691,61,32392444,lz4,5,5,9,147,26
1611,238638,18,499025,snappy,3,7,1,440,318
1612,8639,68,22766135,none,1,3,13,106,31
1613,229506,86,30405016,gzip,6,19,11,376,199
1614,187040,85,24302793,snappy,9,2,5,203,444
1615,241809,31,13122866,none,10,4,18,141,403
1616,36177,37,20416081,snappy,7,20,5,22,99
1617,111465,8,10049932,none,8,8,24,141,376
1618,211970,60,32483518,snappy,10,1,6,222,120
1619,85296,90,15780235,gzip,9,16,17,121,438
1620,59296,75,11400969,none,3,5,9,485,482
1621,160442,89,2896507,lz4,8,11,9,116,116
1622,177487,73,9215982,gzip,3,8,20,90,305
1623,221865,92,10700775,snappy,1,6,16,62,226
1624,90905,29,4997602,none,3,5,11,330,75
1625,117663,29,6303627,lz4,8,19,1,346,287
1626,219706,2,22137204,gzip,1,4,2,377,260
1627,216711,53,24295889,lz4,1,19,22,323,36
1628,171098,56,7063920,gzip,8,16,14,130,269
1629,237041,2,2313966,lz4,1,19,18,229,34
1630,119480,72,15627757,gzip,1,14,23,344,264
1631,172884,69,9620994,gzip,5,17,3,61,379
1632,178220,61,12144747,none,4,12,6,373,28
1633,21240,93,729674,gzip,10,19,9,218,491
1634,119632,8,3295246,gzip,2,3,2,232,95
1635,251433,97,21843768,none,10,14,7,330,88
1636,131744,92,973110,snappy,10,11,18,284,257
1637,84707,27,31546614,lz4,4,11,24,208,253
1638,40582,11,25998433,gzip,3,20,1,378,258
1639,224330,10,12781775,gzip,9,16,16,125,342
1640,118936,77,10278308,snappy,5,7,24,229,400
1641,93958,27,20493258,none,9,3,1,327,371
1642,109186,34,4355703,gzip,5,6,9,400,102
1643,186773,67,23002428,snappy,10,7,10,179,193
1644,118603,3,4588351,snappy,8,16,3,327,71
1645,71674,52,9959635,none,4,6,4,19,194
1646,28545,89,4064436,gzip,8,11,17,289,297
1647,232130,29,9328486,gzip,10,20,10,168,444
1648,143382,88,27585463,lz4,7,14,17,373,250
1649,241279,83,347990,snappy,6,17,24,268,350
1650,99934,68,15035814,snappy,4,9,4,411,399
1651,122261,14,11706821,lz4,1,15,9,494,124
1652,261256,32,24825813,lz4,4,2,9,303,91
1653,196708,90,15790639,none,10,17,14,93,436
1654,210756,22,19666572,lz4,1,12,9,32,112
1655,22061,39,16220474,snappy,9,17,1,303,425
1656,216624,37,32209530,snappy,2,19,8,250,248
1657,177250,84,1055011,gzip,4,7,5,274,139
1658,208360,64,21704652,none,8,7,11,274,279
1659,49809,43,28826325,lz4,4,20,18,34,16
1660,245495,90,12582084,none,4,14,13,442,9
1661,184837,27,26879440,snappy,4,1,7,165,19
1662,110387,7,21484681,none,5,6,13,172,379
1663,131370,44,28668485,none,6,1,4,95,218
1664,59415,87,2341578,none,4,8,1,281,328
1665,70836,14,32986127,gzip,7,16,3,406,210
1666,215837,11,20152283,snappy,5,9,3,312,292
1667,87799,21,13435541,lz4,8,1,5,161,173
1668,128404,82,23831865,lz4,8,13,5,456,183
1669,254441,59,15981421,gzip,1,11,20,210,394
1670,64151,80,11260243,lz4,8,3,18,434,187
1671,173966,48,25683331,none,8,6,2,500,79
1672,199533,11,19737217,gzip,1,8,18,177,489
1673,249245,2,8163609,lz4,5,15,5,122,498
1674,176578,79,18670531,lz4,2,9,14,193,64
1675,191973,95,5723046,gzip,6,4,7,482,50
1676,97522,45,10411824,none,5,6,13,332,227
1677,86127,7,16058525,gzip,8,2,17,64,325
1678,257792,94,4207375,snappy,2,4,2,114,316
1679,108328,40,7625058,none,5,3,13,14,143
1680,94746,68,9943870,lz4,1,14,16,4,283
1681,218611,54,29833921,snappy,3,4,1,366,24
1682,108579,23,20136568,gzip,10,13,15,474,297
1683,173683,58,3637650,snappy,8,4,17,52,22
1684,90689,99,30339779,snappy,2,15,21,19,178
1685,252675,65,23536645,snappy,2,4,4,445,490
1686,52206,87,14544543,lz4,8,6,1,74,285
1687,140378,77,15580795,snappy,5,1,3,107,178
1688,196077,27,3666211,gzip,6,9,5,96,228
1689,135659,21,3044124,none,8,6,5,36,16
1690,157653,88,28305631,none,2,12,23,185,257
1691,181241,10,19765358,gzip,9,9,13,373,62
1692,17428,68,27028111,lz4,9,8,10,176,239
1693,162453,63,30312989,gzip,3,1,15,124,94
1694,199179,31,21767359,lz4,7,4,3,294,386
1695,188624,66,27872356,snappy,3,18,6,144,423
1696,215370,10,19356387,snappy,5,14,16,37,495
1697,38795,90,11944761,lz4,2,20,23,242,413
1698,192810,9,11325090,lz4,8,2,17,405,166
1699,41070,73,32926515,gzip,7,19,5,432,190
1700,65993,93,14019305,gzip,9,20,21,395,261
1701,125423,59,26169011,none,7,7,15,412,108
1702,22874,4,32354737,none,7,11,4,124,88
1703,150824,11,22187915,none,4,7,9,486,158
1704,19679,28,31875456,snappy,1,20,8,98,65
1705,7014,16,18954598,none,1,5,17,231,36
1706,200582,87,17821993,none,8,15,24,160,67
1707,4913,94,31557218,none,1,3,18,156,7
1708,147138,99,27851148,lz4,6,5,16,36,140
1709,152288,12,28063054,gzip,10,12,10,317,491
1710,42673,71,32800931,gzip,3,15,9,37,164
1711,38610,75,21321764,lz4,2,7,7,66,413
1712,97788,53,32953939,snappy,6,20,2,467,435
1713,67843,48,30045367,lz4,1,2,4,419,396
1714,84590,50,3111219,lz4,10,6,21,492,343
1715,137045,34,1595098,lz4,8,20,10,218,339
1716,111057,27,10468711,lz4,2,17,24,151,10
1717,55050,15,23033799,gzip,5,20,2,148,422
1718,178,42,4342826,snappy,5,13,21,311,88
1719,10759,11,16158369,lz4,5,5,19,246,15
1720,251208,56,2941039,gzip,6,6,6,296,29
1721,157209,86,7012477,snappy,6,10,19,492,486
1722,83366,36,21022331,lz4,3,20,23,163,186
1723,11811,33,16780237,none,3,20,12,440,406
1724,51766,34,3263011,none,1,18,15,126,321
1725,245130,70,4448400,none,9,1,10,338,383
1726,177404,40,18059853,none,4,10,5,292,323
1727,8993,81,12819253,gzip,6,19,22,355,176
1728,54789,48,25123130,snappy,9,10,13,398,26
1729,227622,63,15018545,lz4,1,12,17,215,48
1730,157045,85,28328701,lz4,7,1,16,233,403
1731,230707,17,21604490,snappy,7,6,8,470,86
1732,200746,47,30268401,lz4,1,7,12,466,413
1733,1468,100,4017228,snappy,9,3,20,146,223
1734,69393,88,22735019,lz4,10,2,6,410,234
1735,249716,38,12972093,gzip,9,5,1,362,97
1736,254802,57,4103532,none,9,13,11,159,250
1737,180522,83,27616780,snappy,5,2,9,455,393
1738,117175,86,21992205,gzip,1,14,4,407,245
1739,106957,54,15951719,lz4,6,15,10,100,278
1740,248522,41,5431532,none,7,8,9,426,215
1741,200982,41,27480335,lz4,5,14,23,275,318
1742,239643,10,13192547,gzip,9,13,11,43,329
1743,42496,91,24047089,none,1,19,12,77,45
1744,107279,43,5361553,gzip,2,5,6,192,290
1745,163589,85,28988052,lz4,10,15,16,346,200
1746,89893,73,27842332,lz4,6,15,14,402,104
1747,200411,12,3535163,gzip,6,9,13,257,25
1748,44191,66,13847151,gzip,1,9,7,171,486
1749,159039,60,12067932,none,8,17,2,39,114
1750,106404,26,8114845,lz4,1,1,7,310,351
1751,8443,4,18152877,gzip,5,10,17,206,266
1752,177293,83,15211899,gzip,5,4,9,431,140
1753,128144,63,31840892,none,6,4,15,424,476
1754,55404,26,25983484,lz4,5,6,5,38,82
1755,75943,92,28153472,none,3,3,11,447,334
1756,123460,80,17983062,snappy,6,5,20,383,467
1757,205773,72,31293409,snappy,8,8,21,96,388
